ID,Title,Client,Source,Status,Geography,Domains,Date Posted,Date Found,Deadline,AI Summary,Description,Notes,Dismissal Reason,Tier,Language,Original URL,Source Listing URL
6tx3tSon4HU2Gq0UL7lE,Proposal Writing Consultant - PIN/CNSLT/026/002,Plan International,ReliefWeb,Dismissed,Nigeria,"humanitarian, protection, food security, displacement, education",2026-03-26,2026-03-27,2026-04-01,"Plan International Nigeria is seeking a consultant to assist with proposal writing for an upcoming humanitarian funding call from the Spanish Agency for International Development Cooperation (AECID). The focus is on supporting girls and boys in vulnerable and crisis-affected communities in Nigeria, particularly in the Northeast region.","Plan International: Introduction Plan International Nigeria’s Country Strategy (FY2024–2028) outlines a bold ambition to ensure that girls and boys, particularly those from vulnerable and crisis-affected communities, can learn, lead, decide and thrive. This ambition aligns with Plan International’s Global Strategy: “All Girls Standing Strong Creating Global Change.” Nigeria continues to face protracted humanitarian crises in the Northeast, particularly in Borno, Adamawa, and Yobe States, where conflict, displacement, climate shocks, and economic hardship have significantly disrupted access to essential services such as education, protection, food security, and nutrition. In response to the upcoming Spanish Agency for International Development Cooperation (AECID) humanitarian funding call, Plan Internat",,"Wrong geography, Not a tender",1,en,https://reliefweb.int/job/4204556/proposal-writing-consultant-pincnslt026002,https://reliefweb.int
V3H6mKiMEvP0fUs1jZfU,Caritas Ukraine invites condominiums in the Kyiv region to participate in ensuring the energy resilience of buildings,Caritas Ukraine,GURT Ukraine,Dismissed,"Ukraine, Ukrainian",resilience,,2026-03-27,2026-03-31,Caritas Ukraine is seeking to enhance the energy resilience of residential buildings in the Kyiv region. The initiative aims to improve the energy security of condominiums in the area.,"The International Charitable Foundation ""Caritas Ukraine"" is launching an initiative to strengthen the energy resilience of residential buildings in the Kyiv region. Deadline for submitting applications: March 31, 2026.",,,1,uk,http://gurt.org.ua/news/grants/110710/,https://gurt.org.ua
FnWkKlcApQ7XCEGXH8VL,UNFPA in Ukraine announces a competition for community initiatives to prevent violence in communities,UNFPA,GURT Ukraine,Dismissed,"Ukraine, Ukrainian","GBV, gender, community",,2026-03-27,2026-04-06,"UNFPA in Ukraine is launching a competition for community initiatives to prevent domestic violence. The competition is open to women's, youth, and veteran organizations, with a deadline of April 6, 2026.","The United Nations Population Fund announces a competition for community initiatives to prevent domestic violence in Ukrainian communities. Women's, youth, and veteran organizations, spaces, and initiative groups are invited to participate. Application deadline: April 6, 2026.",,,1,uk,http://gurt.org.ua/news/grants/110728/,https://gurt.org.ua
6pjIUgYki2oufxXvhH2S,Procurement Manager - Whole of Syria,CARE,ReliefWeb,Dismissed,"Syria, Northeast Syria, Northwest Syria",procurement,2026-03-26,2026-03-27,2026-04-09,"This position is for a Procurement Manager to support CARE Syria in handling procurement needs, including sourcing, selecting, and contracting local vendors. The manager will play a key role in supporting all procurement functions and ensuring adherence to CARE and donor procurement policies. The position will report to the head of operation and have a technical dotted line to the procurement teams in Northeast Syria, Northwest Syria, and field offices.","The overall purpose of this position is to support CARE Syria to handle Procurement needs that include sourcing, select, and contract local vendors against the best possible legal and commercial conditions. Procurement Manager will plan a key role in supporting all procurement function in all fields office and will be the key person to address all COs challenges to global supply chain team. the procurement manager will have a technical dotted line to procurement team in NES, NWS and field offices and will be reported directly to head of operation. The position would make sure that CARE and donor’s procurement policy/procedures, SOP’s are strictly followed and guide the team to implement. S/he must ensure that all goods, services are procured, stored, and delivered in ri",,Not a tender,1,en,https://reliefweb.int/job/4204590/procurement-manager-whole-syria,https://reliefweb.int
SktxIF7jRtWDOImh042J,Announcement of an emergency grant competition to support self-employment (Popivska territorial community),,GURT Ukraine,Dismissed,Ukraine,livelihoods,,2026-03-27,2026-03-20,"This is an announcement for an emergency grant competition to support self-employment and economic activity in the Popivska territorial community of Ukraine. The deadline for applications is March 20, 2026.","About the emergency grant competition aimed at supporting self-employment and economic activity in households of the Popivska territorial community of the Konotop district of the Sumy region. Deadline for applications: March 20, 2026.",,,1,uk,http://gurt.org.ua/news/grants/110731/,https://gurt.org.ua
LCEff3r33YltfhPpab59,Supply Chain Assistant - Damascus,Women Now for Development,ReliefWeb,Dismissed,"Syria, Syrian","procurement, supply chain",2026-03-26,2026-03-27,2026-04-05,"This position is for a Supply Chain Assistant in Damascus, Syria, with Women Now for Development. The role involves managing logistics and procurement, ensuring timely supply of project needs, and maintaining supplier databases. The contract is for six months.","Women Now for Development: Position: Logistics and Procurement Assistant Type of Contract: Full-time Work Location: Damascus City and its countryside Contract Duration: 6 months Ensure the provision of project supplies and needs with the required quality and in a timely manner, ensure the application of all the organization's policies and procedures in the best way, and create and continuously update a database of reliable suppliers. Assist the procurement officer in closing the procurement cycle, including: - Verify the receipt of materials based on purchase requests from the program teams - Collect quotations and represent the procurement department while facilitating bid opening and evaluation sessions - Identify potential suppliers, - Work with the finance team to ensure timely payment to suppliers. - Ensure that all procurement processes are completed in accordance with the organization's policies and donor guidelines. - Participate in the quality inspection of the received materi",,Not a tender,1,en,https://reliefweb.int/job/4204591/supply-chain-assistant-damascus,https://reliefweb.int
0SAJnb5Asit8YMun9Fmz,Protection Manager,Norwegian Church Aid,ReliefWeb,Dismissed,"Syria, Lebanon","GBV, protection",2026-03-26,2026-03-27,2026-04-12,"This is an opportunity for a Protection Manager with a GBV focus to lead and oversee GBV programming within Norwegian Church Aid's (NCA) Syria Country Office, with technical advisory support to Lebanon. The role involves ensuring high-quality, survivor-centered interventions and partner support. The position is an expatriate role.","Norwegian Church Aid: This is a unique opportunity to lead and shape high-impact GBV programming within NCA’s protection portfolio across Syria and Lebanon. You will play a key role in strengthening survivor-centered approaches, supporting partners, and ensuring programme quality in complex humanitarian settings. Are you the person we are looking for? The Protection Manager (GBV Focus) will lead and oversee GBV programming within NCA’s Syria Country Office, while providing technical advisory support to Lebanon. The position sits within the Programme Department (Protection/GBV) and focuses on ensuring high-quality, survivor-centered interventions, partner support, and alignment with NCA and international standards. Please note that this is an expatriate position and that Damascus is classified as a high-risk a",,Not a tender,1,en,https://reliefweb.int/job/4204623/protection-manager,https://reliefweb.int
TwKI9WHtAbM6QuHXVCRK,Rehabilitation of the sewage network in Aleppo City,Ihsan for Relief and Development,AB-İlan,Dismissed,"Syria, Aleppo",infrastructure,2026-03-16,2026-03-26,2026-03-29,"This tender is for the rehabilitation of the sewage network in Aleppo City. The submission deadline is March 29, 2026.","This tender is for the rehabilitation of the sewage network in Aleppo City. The deadline for submission is March 29, 2026.",,,2,tr,https://ab-ilan.com/ihale/rehabilitation-of-the-sewage-network-in-aleppo-city/,https://ab-ilan.com
SgBRrQT8sOBcGOIezfEO,Support for MDLF Green Climate Fund in Palestine,Agence Française de Développement,Darpe,Dismissed,Palestine,Climate,2026-03-03,2026-03-26,2026-04-14,This opportunity seeks support for the MDLF Green Climate Fund in Palestine. The Agence Française de Développement is the posting organization.,This opportunity seeks support for the MDLF Green Climate Fund in Palestine. The Agence Française de Développement is the posting organization.,,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/support-for-mdlf-green-climate-fund-in-palestine/,https://darpe.me
HhVb0oLPx6i3aVqAAHqx,WASH Assistant - Idleb Office,Islamic Relief,ReliefWeb,Dismissed,"Syria, Northwest Syria","WASH, shelter, monitoring",2026-03-25,2026-03-26,2026-04-04,"The WASH Assistant will support the WASH Program Officer in managing construction, rehabilitation, and maintenance activities related to shelters, water supply systems, and sewerage networks. The role involves planning, supervising construction, and ensuring compliance with designs and technical specifications. Regular field monitoring will be conducted to track progress and verify the quality of work.","Islamic Relief: VACANCY REFERENCE: WASH Assistant - WA-064 The WASH and Shelter Assistant will support the WASH Program Officer in managing construction, rehabilitation, and maintenance activities related to shelters, water supply systems, and sewerage networks. The role includes assisting in planning and supervising construction works, ensuring that implementation complies with approved designs and technical specifications. The assistant will also conduct regular field monitoring to track progress, verify the quality of completed works, and ensure that all activities are properly executed and documented at project sites. Duties and responsibilities: The WASH &Shelter Assistant supports the implementation and management of water, sanitation, and hygiene (WASH) activities withi",,Not a tender,1,en,https://reliefweb.int/job/4204387/wash-assistant-idleb-office,https://reliefweb.int
R0AN5scKyUmxLknLv76C,"Current repair of part of the roof of the Lyceum of the village of Krymne on Central Street, 21A in the village of Krymne, Kovel district, Volyn region",,Prozorro,Dismissed,"Ukraine, Ukrainian",infrastructure,2026-03-25,2026-03-26,,This is a tender for the repair of a school roof in Ukraine. The project is focused on infrastructure repair within the Volyn region.,This is a tender for the repair of a school roof in Ukraine. The project is focused on infrastructure repair within the Volyn region.,,Grant / Goods,1,uk,https://prozorro.gov.ua/tender/554ebd0d80cb45d8a164e554944b868e,https://prozorro.gov.ua
Lw1MvOQM9zMi8kahY5Dx,Community Health Worker - CHW (Syria - Aleppo - Soran),MedGlobal,ReliefWeb,Dismissed,Syria,"health, humanitarian",2026-03-25,2026-03-26,2026-03-31,"This job posting is for a Community Health Worker (CHW) in Aleppo, Syria, focusing on conducting health awareness campaigns and identifying cases in need. The CHW will be responsible for case management, referrals, and updating case files. The position reports to the Medical Administrator.","MedGlobal: Job Title: Community Health Worker- CHW Job location: Syria - Aleppo – Soran PHC Reports to: Medical Administrator Conduct campaigns and health awareness through visits to homes and public places. MAIN DUTIES AND RESPONSIBILITIES The CHW has the following responsibilities and duties: 1. Performs sensitivity assessments and identifies cases in need according to predetermined criteria. 2. Manages cases, including maintaining faithful to protocols on privacy and individual leave. 3. Makes internal and external referrals of cases, updates feedback and referral forms, 4. Updates case files with the help of the health Officer and ensures that the information is secured. 5. To carry out preventive healthcare and guidance activities on reproductive h",,Not a tender,1,en,https://reliefweb.int/job/4204348/community-health-worker-chw-syria-aleppo-soran,https://reliefweb.int
FixMaCrh11azQNqfE2z8,Fundraising Intern,Badael,ReliefWeb,Dismissed,"Syria, Syrian","governance, peacebuilding",2026-03-25,2026-03-26,2026-04-07,"This opportunity is for a Fundraising Intern at Badael, a Syrian NGO focused on transformative justice and peacebuilding in Syria. Badael supports grassroots movements and promotes self-determination, equal rights, and sustainable peace through an intersectional feminist approach.","Badael is a Syrian rights-based NGO founded in 2013 with the mission to foster transformative justice as the foundation for genuine and sustainable peace in Syria. This is done by supporting people-led movements, structures, narratives, and discourses that enable self-determination, equal rights, truth, and reimagining. Badael’s work is guided by an intersectional feminist approach that understands justice, economy, governance, and memory as interconnected dimensions of sustainable peace. With a 13-year track record in peacebuilding and transformative justice, Badael has played a sustained role in supporting Syria’s excluded majority — particularly women, youth, and people with disabilities — through strengthening the capacities of grassroots civil society actors working",,Not a tender,1,en,https://reliefweb.int/job/4204254/fundraising-intern,https://reliefweb.int
Tughtjjhx2H8RwrfDrqj,New Business Development (NBD) Coordinator (Ukraine Nationals Only),Save the Children,ReliefWeb,Dismissed,"Ukraine, Ukrainian","child protection, food security, advocacy, development",2026-03-25,2026-03-26,2026-04-06,"The New Business Development (NBD) Coordinator role is with Save the Children International, focusing on growing the organization's presence. The role will involve working with the Director of Resource Mobilization and NBD. The organization has been working in Ukraine since 2014, providing support to children and families affected by war.","Save the Children: Save the Children International Save the Children International is a leading global humanitarian organization that has been protecting children's rights worldwide for over 100 years. We operate in more than 100 countries, responding to emergencies, implementing innovative development programs, and advocating for children's rights on a global scale. Our work in Ukraine began in 2014. Since then, we have significantly expanded our presence, providing support to children and families affected by war. Our key areas of focus include education, child protection, food security, social support, and advocacy to drive lasting change in children's lives. The New Business Development (NBD) Coordinator will work with the Director of Resource Mobilization and NBD to grow Save t",,Not a tender,1,en,https://reliefweb.int/job/4204434/new-business-development-nbd-coordinator-ukraine-nationals-only,https://reliefweb.int
HQmhEwf6FOlMAH5FpUkT,Recruitment of Coordinators for the All-Ukrainian Clean-Up Day with BUR - 2026,Building Ukraine Together (BUR),Prostir.UA,Dismissed,Ukraine,"community, environment",2026-03-24,2026-03-25,2026-05-03,"Building Ukraine Together (BUR) is organizing an All-Ukrainian Clean-Up Day on May 23, 2026, and is seeking coordinators to lead clean-up efforts across the country. The deadline for applications is April 26, 2026, for regional coordinators and May 3, 2026, for local coordinators. The initiative aims to promote environmental awareness and community engagement.","On May 23, 2026, for European Parks Day, the public organization ""Building Ukraine Together"" (BUR) will hold an All-Ukrainian Clean-Up Day in parks, squares, and green areas across the country. The goal is to cover over 80 locations to transform eco-consciousness into real action, uniting residents around the idea of responsible stewardship of shared spaces. The organization is seeking active leaders to become coordinators in their communities.",,Not a tender,1,uk,https://www.prostir.ua/?grants=nabir-koordynatoriv-vseukrajinskoji-toloky-z-bur-2026,https://www.prostir.ua
6s8HdrD0hPONdEbJ5siu,Recruitment for the Civil Society Leadership Program for Ukraine 2026,NGO Academy,Prostir.UA,Dismissed,Ukraine,capacity building,2026-03-24,2026-03-25,2026-04-30,"The Civil Society Leadership Programme for Ukraine 2026 is seeking applicants. This program aims to enhance management skills, leadership abilities, and organizational resilience for civil society leaders in Ukraine. The application deadline is April 30, 2026.","Recruitment for leaders of civil society organizations for the ""Civil Society Leadership Programme for Ukraine 2026"" is starting - a comprehensive program that will help strengthen management knowledge, leadership skills, organizational resilience and professional connections. It is aimed at strengthening the capacity of organizations working in Ukraine and for Ukraine. The NGO Academy warmly invites you to apply for a scholarship for the Civil Society Leadership Programme for Ukraine 2026. This comprehensive programme aims to refine the management know-how, leadership skills, organisational resilience and networks of civil society and NGO leaders, thereby improving the capacity of selected organisations based and active in Ukraine.",,Not a tender,1,uk,https://www.prostir.ua/?grants=nabir-na-prohramu-liderstva-hromadyanskoho-suspilstva-dlya-ukrajiny-2026,https://www.prostir.ua
VwEk39priKVY5rXB0XAE,Challenger Sustainability Accelerator - Accelerator program for Ukrainian startups,Challenger,Prostir.UA,Dismissed,"Ukraine, Ukrainian","climate, sustainability, development",2026-03-24,2026-03-25,,"The Challenger Sustainability Accelerator is a three-month program for Ukrainian startups focused on green tech, energy, and related fields. The program aims to help early-stage startups refine their products, secure investment, and expand internationally. Participants will receive mentorship and networking opportunities.","Challenger launches the Sustainability Accelerator - a new three-month equity-free accelerator program for Ukrainian startups working in the areas of green tech, energy, mobility, construction, demining and prosthetics. The program is aimed at early-stage startups that want to improve their product, prepare for attracting investment and scale their business in international markets. Participants will work with international mentors, investors and entrepreneurs, as well as [...]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=challenger-sustainability-accelerator-akseleratsijna-prohrama-dlya-ukrajinskyh-startapiv,https://www.prostir.ua
SqaMQ4vA8Ws9q2IP1aZZ,Implementation of Infrastructure Works in the Hayyan Area/Aleppo,Bonyan Organization,AB-İlan,Dismissed,"Syria, Aleppo",infrastructure,2026-03-16,2026-03-25,2026-03-25,"This tender seeks to implement infrastructure works in the Hayyan Area/Aleppo. The application deadline is March 25, 2026.","This tender is for the implementation of infrastructure works in the Hayyan Area/Aleppo. The deadline for applications is March 25, 2026.",,,2,tr,https://ab-ilan.com/ihale/implementation-of-infrastructure-works-in-the-hayyan-area-aleppo/,https://ab-ilan.com
HiFuGg4XR2MNOnUNpfMn,"Provision of Assessment, Verification, Evaluation and Supervision Works required for implementation of WHO Rehabilitation and Renovation Projects in Yemen",WHO,Darpe,Dismissed,"Yemen, Yemeni","assessment, evaluation, monitoring, infrastructure, humanitarian",2026-03-24,2026-03-25,2026-04-19,"This tender seeks services for assessment, verification, evaluation, and supervision related to WHO's rehabilitation and renovation projects in Yemen. The contract is with WHO and has a deadline of April 19, 2026.","This tender is for assessment, verification, evaluation, and supervision works for WHO rehabilitation and renovation projects in Yemen. The client is WHO, with a deadline of April 19, 2026.",,,2,en,https://darpe.me/darpe-entries/provision-of-assessment-verification-evaluation-and-supervision-works-required-for-implementation-of-who-rehabilitation-and-renovation-projects-in-yemen/,https://darpe.me/tenders-and-grants/
WLIIkj0hVmIOY8Sg5qgK,Team Building Facilitator - CARE Ukraine,CARE Deutschland,ReliefWeb,Dismissed,"Ukraine, Ukrainian",capacity building,2026-03-24,2026-03-25,2026-04-05,CARE Ukraine is seeking a team building facilitator to assess team dynamics and design a tailored team-building program for approximately 50 staff members. The facilitator will assess communication patterns and collaboration challenges to develop a customized program.,"CARE Deutschland: Terms of Reference: Engaging a Team Building Facilitator for CARE Ukraine Staff Project/Assignment Title: Team Building Facilitator for CARE Ukraine Staff Location: Western Ukraine Representative Office of CARE Deutschland e.V. in Ukraine operates in a demanding humanitarian environment where staff work across functions and locations under pressure. CARE Ukraine therefore plans to organize a three-day internal team building event and seeks an experienced facilitator to assess team dynamics and design and deliver a tailored team-building programme for approximately 50 staff members. The assignment is to assess team dynamics, communication patterns and collaboration challenges; develop a customized and assessment-based programme; and facilitate",,Not a tender,1,en,https://reliefweb.int/job/4204093/team-building-facilitator-care-ukraine,https://reliefweb.int
BOFJ3A948Va7THs62yTB,Associate Rehabilitation Officer,World Health Organization,ReliefWeb,Dismissed,"Ukraine, Ukrainian","training, rehabilitation",2026-03-24,2026-03-25,2026-04-06,"This position, a maternity leave replacement, focuses on coordinating activities related to rehabilitation and assistive technologies in Ukraine. The role involves working with various stakeholders, including government agencies, to provide training, reporting, and address the rehabilitation needs of the population.","World Health Organization: (Maternity leave replacement) The purpose of the position is to coordinate with counterparts (internal and external, including government agencies of Ukraine) activities on trainings and reporting on programmatic activities, related to rehabilitation and assistive technologies and work with institutions, related to healthcare services to address rehabilitation population needs in Ukraine. Objectives of the Programme: The WHO country office works with the National Authorities to achieve the highest standard of health as a fundamental human right, based on equity and on SDGs principle of leaving no one behind. WHO actions are ingrained in the WHO 14th General Programme of Work with its 3-prong objectives of promoting healthier populations, keeping the world",,Not a tender,1,en,https://reliefweb.int/job/4204222/associate-rehabilitation-officer,https://reliefweb.int
8Nu1JNKGc8lm60mauOKg,Request for price offers for the supply of office and multimedia equipment,"NGO ""LAMPA""",Prostir.UA,Dismissed,Ukraine,psychosocial support,2026-03-23,2026-03-24,2026-03-31,"The NGO ""LAMPA"" is seeking suppliers for office and multimedia equipment for a project supporting children in the Chernihiv region, Ukraine. The project is part of a larger initiative providing emergency assistance to those affected by the war. The deadline for submitting proposals is March 31, 2026.","The NGO ""LAMPA"" announces a competition for the selection of suppliers of office and multimedia equipment within the framework of the project ""Childhood under protection: integration and psychosocial support for children of Chernihiv region"" receives support within the framework of the project ""Emergency assistance to the population affected by the war in Ukraine"" (EACAP), implemented by the organization Project HOPE and made possible thanks to the generous support of the American people through the Government [...]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=zapyt-tsinovyh-propozytsij-na-postachannya-ofisnoho-ta-multymedijnoho-obladnannya,https://www.prostir.ua
InqPy5wUomWgMuKthlLe,Tender for audit services,Plan International Ukraine,Prostir.UA,Dismissed,Ukraine,"audit, child protection",2026-03-23,2026-03-24,2026-04-06,"Plan International Ukraine is issuing a tender for audit services related to the ""Building Back Better II"" project, which focuses on supporting children and adolescents in Ukraine. The project is funded by the German Federal Ministry of Economic Cooperation and Development (BMZ). Interested audit firms must submit their proposals by April 6, 2026.","Plan International Ukraine is seeking audit firms for the ""Building Back Better II"" project, funded by the German Federal Ministry of Economic Cooperation and Development (BMZ). The tender aims to procure audit services for the project, with a focus on creating a conducive environment for children and adolescents in Ukraine. The deadline for submission of proposals is April 6, 2026.",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=tender-na-posluhy-provedennya-audytu,https://www.prostir.ua
ALZVadF3qCWHbLNe1tvM,"Policy, Communications and Advocacy Manager-Syria",Norwegian Refugee Council,ReliefWeb,Dismissed,"Syria, Syrian","advocacy, humanitarian, policy, communications",2026-03-23,2026-03-24,2026-04-06,"The Norwegian Refugee Council (NRC) in Syria is seeking a Policy, Communications, and Advocacy Manager. This role involves leading and managing NRC's influencing work, developing advocacy strategies, and ensuring alignment with regional and global priorities. The ideal candidate will have extensive experience in humanitarian advocacy and policy.","Norwegian Refugee Council: What we are looking for NRC Syria is in search of a Policy, Communications and Advocacy Manager whose main role will be providing overall leadership, management and strategic direction to NRC’s influencing work for the Syria Office. They will develop and implement influencing, media, communications and visibility strategies, driving a domestic and internationally focused humanitarian advocacy agenda, complementing NRC’s programmatic priorities. Additionally, they will also ensure alignment and synergies between Syria advocacy strategy, and regional and global priorities, and support teams to implement advocacy plans at field level as appropriate. If you are a passionate leader with extensive experience shaping and influencing humanitarian advocacy & policy, working collaborativel",,Not a tender,1,en,https://reliefweb.int/job/4204050/policy-communications-and-advocacy-manager-syria,https://reliefweb.int
3NXhns36quhFIKgmA5BU,Provision of services for conducting group MHPSS sessions for psychosocial support within the framework of the mental health and psychosocial support program,"NGO ""Girls""",Prostir.UA,Dismissed,Ukraine,"MHPSS, psychosocial support, training",2026-03-20,2026-03-23,2026-04-02,"The NGO ""Girls"" is seeking service providers to conduct group MHPSS sessions for psychosocial support within a mental health program in Ukraine. The deadline for applications is October 29, 2025. The services will be provided offline in safe spaces in six oblasts of Ukraine.","NGO ""Girls"" is a public organization that supports women and children in Ukraine. The mission of the NGO ""Girls"": To form a Ukrainian society in which girls and women consciously build a life strategy, plan pregnancies, are self-sufficient and satisfied. The goal is Ukraine, where women are successful, rich and happy. - a public organization that is engaged in the education of teenage girls. More about the Organization Psychologist services are purchased within the framework of [...]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=nadannya-posluh-z-provedennya-hrupovyh-mhpss-sesij-iz-psyhosotsialnoji-pidtrymky-u-mezhah-prohramy-psyhichnoho-zdorovya-ta-psyhosotsialnoji-pidtrymky,https://www.prostir.ua
38rUkLWT3Dc6U6j2ii8P,Request for price offers for the procurement of services for the coordination of the activities of the Foundation's regional centers,"Charitable Foundation ""Voices of Children""",Prostir.UA,Dismissed,Ukraine,"protection, MHPSS, community-based activities",2026-03-22,2026-03-23,2026-03-27,"The Charitable Foundation ""Voices of Children"" is seeking price offers for services to coordinate its regional centers, focusing on a project providing comprehensive protection services and resilience training for civilians affected by hostilities. The project is supported by the U.S. Government. The deadline for submissions is March 27, 2026.","The charitable organization ""Charitable Foundation ""Voices of Children"" announces a request for price offers for the procurement of services for the coordination of the activities of the Foundation's regional centers within the framework of the project ""Comprehensive services for the protection of civilians affected by hostilities and improving the resilience skills of workers who come to help first"". The project is implemented with the financial support of the United States Government, implemented by the CF ""CHARITABLE FOUNDATION ""VOICES OF CHILDREN""",,Its a Grant/Work/Goods,1,uk,https://www.prostir.ua/?grants=zapyt-tsinovyh-propozytsij-na-zakupivlyu-posluhy-z-koordynatsiji-diyalnosti-rehionalnyh-tsentriv-fondu,https://www.prostir.ua
MPek5m6uxzCilkAcrJoZ,Tender for the procurement of financial support services for subgrant programs,Voices of Children,Prostir.UA,Dismissed,,"capacity building, humanitarian, protection, livelihoods",2026-03-22,2026-03-23,2026-03-29,"The Voices of Children Charitable Fund is seeking a service provider for financial support of subgrant programs. The deadline for submissions is March 29, 2026. The project aims to provide comprehensive protection services for civilians affected by hostilities.","The charitable organization ""Voices of Children"" Charitable Fund announces a tender for the procurement of services for financial support of subgrant programs within the framework of the project ""Comprehensive protection services for civilians affected by hostilities and improving the resilience skills of workers who come to help first."" The project is implemented with the financial support of the United States Government, implemented by the BO ""VOICES OF CHILDREN"" with the coordination of BF [...]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=tender-na-zakupivlyu-posluh-z-finansovoho-suprovodu-subhrantovyh-prohram,https://www.prostir.ua
IockOEA0ifdDMuVU2MRk,Roving Community Base Protection Officer,INTERSOS,ReliefWeb,Dismissed,North Africa,"humanitarian, protection",2026-03-19,2026-03-23,2026-03-27,"This opportunity is for a Roving Community Base Protection Officer with INTERSOS, an organization focused on humanitarian aid. The project addresses the humanitarian consequences of conflict in North-East and North-West Nigeria, where millions require assistance.","INTERSOS: INTERSOS is an independent humanitarian organization that assists the victims of natural disasters, armed conflicts and exclusion. Its activities are based on the principles of solidarity, justice, human dignity, equality of rights and opportunities, respect for diversity and coexistence, paying special attention to the most vulnerable people. General context of the project With over a decade of conflict, there have been devastating humanitarian consequences across North-East (Borno, Adamawa, and Yobe (BAY) states) and the North-West of Nigeria. According to the Humanitarian Needs Overview 2023, an estimated 8.3 million women, men, and children need some form of humanitarian and protection assistance. Over 2 million people have been forced to flee their homes due to persistent violen",,"Not a tender (news / job / event), Wrong geography",1,en,https://reliefweb.int/job/4203766/roving-community-base-protection-officer,https://reliefweb.int
HQb0BXGjHbSupBSpU5EL,"Field Logistics & Supply Officer (Dikwa, Maiduguri & Monguno)",INTERSOS,ReliefWeb,Dismissed,"MENA, Middle East","logistics, supply, humanitarian",2026-03-20,2026-03-23,2026-03-26,"This job posting is for a Field Logistics & Supply Officer with INTERSOS, responsible for managing logistics, supply, and ITC activities in Dikwa, Maiduguri, and Monguno. The role involves planning, overseeing, and managing support operations to ensure smooth project execution, including logistics information management and supply chain management. The officer will also be responsible for data input and training on INTERSOS logistics software.","INTERSOS: JOB PURPOSE Carry out or supervise all logistics, supply and ITC activities in the base and associated projects according to INTERSOS standards and protocols to have the material, infrastructure and vehicles in optimal running conditions. Plan, oversight, and manage logistics and supply support operations to ensure smooth accomplishment of base/project activities. Logistics Information Management - Input Logistics Data in INTERSOS Logistics software (Intersos Management Platform – IMP and IMS for logistics warehouse) in an accurate and timely manner. Provide training to base staffs if required and support the implementation of INTERSOS Logistics software in the mission Supply Chain Management and Procurement - Plan, coordinate and supervise the suppl",,Not a tender (news / job / event),1,en,https://reliefweb.int/job/4203797/field-logistics-supply-officer-dikwa-maiduguri-monguno,https://reliefweb.int
GbAO4dd2w2s1BB3UaAkW,"Financial Controller MENA - Geneva, Switzerland",Geneva Call,ReliefWeb,Dismissed,"MENA, Middle East, North Africa","humanitarian, gender, child protection, conflict, protection",2026-03-20,2026-03-23,2026-04-10,"This is a job posting for a Financial Controller position at Geneva Call, located in Geneva, Switzerland. The organization focuses on promoting respect for international humanitarian norms in armed conflict and other situations of violence. The application deadline is April 10, 2026.","Geneva Call: Department: Funding and Services – Finance Duty Station: Geneva, Switzerland Contract Type: Full‑time (100%) Application Deadline: April 10, 2026 Geneva Call is a neutral and impartial non-governmental organization dedicated to promoting respect by Armed Groups, De Facto Authorities (AGDAs) and Provisional Governments for international humanitarian norms in armed conflict and other situations of violence, in particular those related to the protection of civilians. Geneva Call focuses its efforts on banning the use of anti-personnel mines, protecting children from the effects of armed conflict, prohibiting sexual violence in armed conflict, working towards the elimination of gender discrimination, protecting civilian infrastructure, and ensuring humanitarian access.",,Not a tender (news / job / event),1,en,https://reliefweb.int/job/4203858/financial-controller-mena-geneva-switzerland,https://reliefweb.int
81rkTwHEvko2NTJpDNtW,Hotline Consultant for Sex Workers,LEGALIFE-UKRAINE,Prostir.UA,Dismissed,"Ukraine, Ukrainian","psychosocial support, MHPSS",2026-03-20,2026-03-22,2026-03-26,"LEGALIFE-UKRAINE is seeking a hotline consultant for sex workers. Applicants must submit a completed application form and information on payment rates by March 26, 2026. The position involves providing support and information to sex workers.","The Charitable Organization ""LEGALIFE-UKRAINE"" ANNOUNCES A COMPETITION FOR A VACANCY: Hotline Consultant for sex workers. The competition documentation consists of: - Announcement (with the conditions of the competition); Competition proposal (Appendix 1); Data on the payment of the contractor (Appendix 2) and is attached by link List of documents to be submitted: 1. Completed, signed and scanned Appendix 1 to the announcement. 2. Information on payment rates for the last two years in the established form (the form is attached […].",,Not a tender (news / job / event),1,uk,https://www.prostir.ua/?grants=konsultantka-haryachoji-liniji-dlya-seks-pratsivnykiv-ta-seks-pratsivnyts,https://www.prostir.ua
